1.000000000000000021e-03;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
1.200000000000000025e-02;7.226562500000000000e-02;7.421875000000000000e-02;4.589843750000000000e-02;0.000000000000000000e+00;7.031250000000000000e-02
2.300000000000000308e-02;1.982421875000000000e-01;2.207031250000000000e-01;1.201171875000000000e-01;9.765625000000000000e-04;2.158203125000000000e-01
3.400000000000000244e-02;3.310546875000000000e-01;5.117187500000000000e-01;2.802734375000000000e-01;0.000000000000000000e+00;4.951171875000000000e-01
4.500000000000000527e-02;4.443359375000000000e-01;7.626953125000000000e-01;5.039062500000000000e-01;9.765625000000000000e-04;7.519531250000000000e-01
5.600000000000000810e-02;5.859375000000000000e-01;9.052734375000000000e-01;6.855468750000000000e-01;9.765625000000000000e-04;9.003906250000000000e-01
6.700000000000000400e-02;7.070312500000000000e-01;9.638671875000000000e-01;8.242187500000000000e-01;1.953125000000000000e-03;9.628906250000000000e-01
7.800000000000001377e-02;7.939453125000000000e-01;9.873046875000000000e-01;9.150390625000000000e-01;1.953125000000000000e-03;9.873046875000000000e-01
8.900000000000000966e-02;8.574218750000000000e-01;9.941406250000000000e-01;9.628906250000000000e-01;6.835937500000000000e-03;9.941406250000000000e-01
1.000000000000000056e-01;8.925781250000000000e-01;9.990234375000000000e-01;9.794921875000000000e-01;4.882812500000000000e-03;9.970703125000000000e-01
